city,district,front,size,property_age,bedrooms,bathrooms,livingrooms,kitchen,garage,driver_room,maid_room,furnished,ac,roof,pool,frontyard,basement,duplex,stairs,elevator,fireplace,price
Riyadh,Al Alia ,North,500,27,5,5,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,115000
Riyadh,Okaz ,East,360,0,6,3,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,40000
Riyadh,Al-Wurood ,West,400,10,3,4,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,80000
Riyadh,Al-Narjis ,NorthEast,450,0,5,5,3,1,1,1,1,0,1,1,0,1,0,0,1,0,0,110000
Riyadh,Al-Muanisiyah ,East,200,2,7,5,2,1,1,0,1,0,0,0,0,0,0,1,1,0,0,65000
Riyadh,Rawda  ,South,352,30,7,5,2,1,1,0,1,0,1,1,0,1,0,0,1,0,1,80000
Riyadh,Al-Malqa ,South,200,3,5,5,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,85000
Riyadh,Al-Arid ,East,375,0,4,5,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,110000
Riyadh,Al-Faiha ,Northwest,650,5,7,5,3,1,1,0,1,0,1,1,1,1,1,0,1,0,1,120000
Riyadh,An-Namuthajiyah ,NorthEast,900,4,5,5,5,1,1,1,1,0,0,1,1,1,0,0,1,0,0,300000
Riyadh,Al-Muanisiyah ,South,360,2,4,3,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,55000
Riyadh,Al-Rabwah ,West,330,10,5,5,2,1,0,1,1,0,1,0,0,1,0,0,1,0,0,79000
Riyadh,Al-Qayrawan ,East,500,0,5,4,2,1,1,0,1,0,0,0,0,1,0,0,1,0,0,35000
Riyadh,Al-Arid ,North,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000
Riyadh,Olaishah ,North,325,12,5,4,2,1,0,0,1,0,1,0,0,0,0,0,1,0,0,50000
Riyadh,Ar-Rimal ,West,310,0,7,4,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,56000
Riyadh,As-Sulaimanyah ,West,220,9,4,4,3,1,1,0,1,0,1,0,0,1,0,1,1,0,0,90000
Riyadh,King Faisal  ,West,250,15,7,5,2,1,0,0,1,0,1,0,0,1,0,1,1,0,0,40000
Riyadh,Al-Malqa ,East,200,3,5,5,5,1,1,1,1,0,0,1,1,1,0,0,1,0,0,85000
Riyadh,Ar-Rimal ,East,298,0,3,4,2,1,0,0,1,0,0,0,0,1,0,0,1,0,1,45000
Riyadh,Ar-Rimal ,South,300,0,6,5,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,40000
Riyadh,Al-Narjis ,East,250,0,4,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,0,90000
Riyadh,Al-Aqiq ,South,300,6,4,5,3,1,1,1,1,0,1,0,0,1,1,1,0,0,0,120000
Riyadh,Al-Wurood ,NorthEast,580,20,7,5,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,150000
Riyadh,Al-Narjis ,East,230,0,3,5,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,90000
Riyadh,Hittin ,North,460,0,5,5,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,400000
Riyadh,Al-Malqa ,East,228,0,4,5,2,1,1,1,1,0,1,0,0,1,0,1,1,0,0,150000
Riyadh,Al-Arid ,North,200,4,5,5,2,1,1,1,1,1,1,1,0,1,0,1,1,0,1,110000
Riyadh,Al-Yasmeen ,NorthEast,350,4,5,5,2,1,1,1,1,0,1,0,0,1,0,0,1,0,1,125000
Riyadh,As-Sulaimanyah ,Southwest,300,7,4,3,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,125000
Riyadh,Al-Arid ,North,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000
Riyadh,Al-Manakh ,North,600,5,7,5,5,1,0,0,0,0,0,0,0,1,0,0,1,0,0,140000
Riyadh,Al Hazm ,East,298,0,5,5,3,1,1,0,1,0,0,1,0,1,0,1,1,0,0,50000
Riyadh,Ar-Rimal ,North,300,0,4,5,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,45000
Riyadh,Al-Arid ,South,300,0,4,5,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,85000
Riyadh,Al-Badeah ,North,1600,35,5,5,5,1,1,1,1,0,0,1,0,1,0,0,1,0,0,70000
Riyadh,Al-Narjis ,East,250,0,4,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,0,90000
Riyadh,Al-Arid ,East,375,3,5,5,2,1,1,1,1,1,1,1,0,1,0,0,1,0,1,110000
Riyadh,Ash-Shohda,East,300,15,7,5,2,0,1,1,1,0,0,0,0,1,0,1,1,0,0,50000
Riyadh,Rawda  ,West,3000,19,3,5,5,1,1,1,1,1,1,0,1,1,1,0,0,0,0,250000
Riyadh,Qurtubah ,East,312,10,4,5,2,1,0,1,1,0,1,0,0,1,0,0,1,0,1,85000
Riyadh,Al Sahafa  ,West,350,2,5,5,2,1,0,1,1,0,1,0,0,1,1,0,1,0,1,90000
Riyadh,Al-Uraija West ,3 Streets,1600,4,5,5,3,1,1,1,1,0,0,1,0,1,0,0,0,0,0,250000
Riyadh,Al-Arid ,South,300,0,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85000
Riyadh,Al-Muanisiyah ,East,253,5,4,5,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,50000
Riyadh,Al-Nafil  ,West,500,0,7,5,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,160000
Riyadh,Al-Quds,South,1000,25,5,5,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,160000
Riyadh,Al-Arid ,North,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000
Riyadh,Rawda  ,West,300,0,4,4,2,1,1,0,1,0,1,0,0,1,0,0,1,0,0,85000
Riyadh,Rawda  ,South,352,30,7,5,2,1,1,0,1,0,1,1,0,1,0,0,1,0,1,80000
Riyadh,Al-Muanisiyah ,East,225,0,4,3,2,1,1,0,1,0,1,0,0,1,0,0,1,0,0,100000
Riyadh,As-Sulaimanyah ,North,200,8,4,5,2,1,1,1,1,0,0,0,0,0,0,1,0,0,0,90000
Riyadh,As-Sulaimanyah ,South,220,8,4,4,3,1,1,0,1,0,1,0,0,1,0,0,1,0,0,90000
Riyadh,Al-Arid ,South,300,0,4,5,2,1,1,1,1,0,1,0,0,0,0,0,1,0,0,85000
Riyadh,Ar-Rimal ,NorthEast,280,0,5,5,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,42000
Riyadh,King Fahad,East,270,30,3,5,3,1,1,1,1,0,1,0,0,1,0,1,1,0,0,70000
Riyadh,Al-Aziziyah ,South,312,4,5,5,2,1,1,0,1,1,1,0,0,1,0,0,1,1,0,90000
Riyadh,Hittin ,North,400,0,4,5,3,1,1,1,1,1,1,0,1,1,0,0,1,0,0,400000
Riyadh,Al-Wahah ,East,375,11,4,5,3,1,1,1,1,0,1,0,0,1,0,0,0,0,0,95000
Riyadh,Al-Narjis ,North,300,0,5,5,3,1,1,1,1,0,0,1,0,1,0,0,0,1,1,120000
Riyadh,Dharat Laban ,East,450,3,7,5,2,0,1,0,0,0,0,0,0,1,0,0,1,0,1,60000
Riyadh,East Al-Naseem ,North,200,7,3,5,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,31000
Riyadh,Al-Qadisiyah ,North,384,0,5,5,2,1,1,1,1,0,0,1,0,0,0,0,1,0,1,80000
Riyadh,Al-Qadisiyah ,West,250,0,5,5,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,55000
Riyadh,Rawda  ,North,686,25,5,5,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,150000
Riyadh,Al-Maseef ,North,425,33,4,3,2,1,1,0,1,0,0,1,0,1,0,0,0,0,0,80000
Riyadh,Tuwaiq ,Southwest,300,0,4,5,3,1,0,0,1,0,0,0,0,1,0,0,1,0,0,37000
Riyadh,Al-Arid ,North,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000
Riyadh,Al-Arid ,South,360,0,5,5,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,110000
Riyadh,Al-Muanisiyah ,South,312,0,3,4,2,1,1,0,1,0,0,1,0,1,0,0,1,1,0,65000
Riyadh,Qurtubah ,North,390,5,7,5,4,1,1,1,1,0,1,0,0,1,0,0,1,0,0,130000
Riyadh,Ar-Rimal ,South,280,3,4,3,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,3300
Riyadh,Al-Malqa ,South,200,2,6,5,2,1,1,0,1,0,1,0,0,1,0,1,1,0,0,90000
Riyadh,Al-Narjis ,East,230,0,5,5,2,1,1,1,1,0,1,0,0,1,0,1,1,0,0,85000
Riyadh,Al-Faiha ,4 Streets,360,0,4,3,2,1,1,0,0,1,1,0,1,1,0,0,1,0,0,75000
Riyadh,Al-Muanisiyah ,North,312,2,3,5,2,1,1,0,1,1,1,1,0,1,0,0,1,0,0,145000
Riyadh,Ar-Rimal ,East,460,4,5,5,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,75000
Riyadh,Al-Rahmaniyah ,West,300,2,3,5,2,1,1,1,1,0,1,0,1,1,0,0,0,0,0,220000
Riyadh,Mahdia ,South,250,0,5,5,2,0,1,0,1,0,0,0,0,1,0,1,1,0,0,50000
Riyadh,Ar-Rimal ,NorthEast,350,0,5,5,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,55000
Riyadh,Ar-Rimal ,North,450,0,5,5,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,60000
Riyadh,Az-Zahra ,SouthEast,500,14,4,5,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,45000
Riyadh,Al-Narjis ,East,260,0,3,3,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,100000
Riyadh,Ash-Shohda,South,205,0,5,5,2,0,1,0,1,0,1,0,0,1,0,1,1,1,0,140000
Riyadh,Al-Arid ,East,250,2,4,5,2,1,0,0,1,0,1,0,0,1,0,1,1,0,0,85000
Riyadh,Al-Arid ,North,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000
Riyadh,Ar-Rimal ,East,460,4,1,5,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,75000
Riyadh,Al-Malqa ,South,200,3,7,5,2,1,1,0,1,0,1,0,0,1,0,1,1,0,0,90000
Riyadh,Hittin ,North,155,0,3,5,2,1,0,0,1,0,1,0,0,0,0,0,1,0,0,180000
Riyadh,Ar-Rimal ,West,400,0,5,5,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,60000
Riyadh,Al-Yarmuk ,North,300,10,4,3,2,1,1,1,1,0,0,0,0,1,0,0,1,0,0,65000
Riyadh,Al-Malqa ,South,375,4,5,5,3,1,1,1,1,0,1,1,0,1,0,0,0,0,0,120000
Riyadh,Al-Arid ,East,300,2,5,5,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,85000
Riyadh,Ar-Rimal ,North,300,0,4,5,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,38000
Riyadh,Olaishah ,SouthEast,340,0,3,3,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,55000
Riyadh,Al-Arid ,East,250,2,7,4,2,1,1,1,1,1,0,0,0,1,0,0,1,0,0,110000
Riyadh,Al-Aqiq ,South,300,15,5,4,3,1,0,1,1,0,1,0,0,0,0,0,1,0,0,120000
Riyadh,Al-Rahmaniyah ,NorthEast,450,13,7,5,2,1,1,1,1,1,1,0,0,1,0,0,1,0,0,120000
Riyadh,Al-Maseef ,West,500,10,5,5,5,1,1,1,1,0,1,1,0,1,1,0,1,1,0,150000
Riyadh,Al-Muanisiyah ,West,290,0,4,4,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,60000
Riyadh,Al-Maseef ,South,400,15,3,3,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,80000
Riyadh,Al-Narjis ,East,270,0,4,5,2,1,1,1,1,1,1,0,0,0,0,0,1,0,0,100000
Riyadh,Dharat Laban ,North,200,0,5,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35000
Riyadh,Al-Malqa ,West,200,0,4,5,2,1,1,1,1,0,1,0,0,0,0,1,0,0,0,150000
Riyadh,Al-Arid ,North,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000
Riyadh,Ar-Rimal ,NorthEast,300,0,5,3,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,48000
Riyadh,Al-Malqa ,South,250,2,5,5,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,90000
Riyadh,Al-Arid ,South,300,2,4,5,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,80000
Riyadh,King Abdullah,South,2500,10,6,5,3,1,1,1,1,0,1,1,1,1,1,0,1,1,1,800000
Riyadh,Al-Yarmuk ,West,375,7,4,5,2,0,1,0,1,0,0,0,0,1,0,0,1,0,0,65000
Riyadh,Al-Arid ,North,250,0,5,4,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,80000
Riyadh,Al-Aqiq ,South,300,0,5,5,3,1,0,1,1,0,1,1,0,1,0,0,1,0,0,140000
Riyadh,Dharat Laban ,East,450,2,5,5,2,1,1,0,1,0,0,1,0,1,0,0,1,0,1,60000
Riyadh,Al-Narjis ,North,300,0,4,3,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,70000
Riyadh,Tuwaiq ,Southwest,320,3,6,5,2,1,1,0,1,0,0,0,0,0,0,1,1,0,0,35000
Riyadh,Rawda  ,East,900,15,4,4,2,1,1,1,1,0,1,1,0,1,0,0,1,0,1,150000
Riyadh,Al-Malqa ,South,375,2,4,4,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,130000
Riyadh,Al-Arid ,South,300,0,4,2,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,80000
Riyadh,Al-Arid ,North,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000
Riyadh,Muhammadiyah  ,East,460,20,5,5,3,1,1,0,1,0,1,1,0,1,1,0,1,0,0,100000
Riyadh,Umm Salim,SouthEast,340,0,4,3,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,45000
Riyadh,Al Andalus,North,330,15,7,5,3,1,1,0,1,0,1,1,0,1,0,1,1,0,0,75000
Riyadh,Al-Murooj ,North,250,3,4,3,2,1,1,1,1,1,1,0,1,1,0,1,0,0,0,190000
Riyadh,Conference ,West,240,15,3,4,3,1,1,1,1,0,1,0,0,1,0,1,1,0,0,200000
Riyadh,As-Sulaimanyah ,North,400,0,6,5,3,1,1,0,1,0,1,0,0,1,0,1,1,0,0,85000
Riyadh,Al-Qayrawan ,East,300,0,2,5,3,1,0,0,0,0,1,0,0,1,0,1,0,0,0,80000
Riyadh,Ar-Rimal ,North,206,0,4,4,2,1,1,0,1,0,1,1,0,1,0,0,1,0,0,50000
Riyadh,Al-Wahah ,East,550,18,4,4,4,1,1,1,1,0,0,0,0,1,0,0,1,0,0,90000
Riyadh,Al-Faiha ,East,600,14,5,5,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,85000
Riyadh,Mahdia ,South,300,0,6,5,2,0,1,0,1,0,0,1,0,1,0,0,1,0,1,42000
Riyadh,Al Sahafa  ,East,375,7,3,5,2,1,1,1,1,1,1,0,1,1,0,1,1,0,0,140000
Riyadh,Dharat Laban ,East,450,0,7,5,2,1,1,0,1,0,0,1,0,1,0,1,1,0,1,60000
Riyadh,Ar-Rimal ,South,290,0,5,5,3,1,1,0,1,0,0,1,0,1,0,0,1,0,1,40000
Riyadh,Al-Arid ,West,394,0,4,5,2,1,1,1,1,1,1,1,0,1,0,0,1,0,1,140000
Riyadh,Al-Aqiq ,North,1200,15,7,5,4,1,1,1,1,0,1,1,1,1,0,0,1,0,0,400000
Riyadh,Al-Maseef ,North,600,20,5,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,0,125000
Riyadh,Al-Arid ,North,312,0,4,5,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,100000
Riyadh,Al-Malqa ,East,416,0,4,4,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,160000
Riyadh,As-Sulaimanyah ,North,270,5,3,4,2,1,1,1,1,0,1,0,1,1,0,1,1,0,0,125000
Riyadh,Al-Arid ,North,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000
Riyadh,Al-Narjis ,North,230,0,4,3,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,80000
Riyadh,Al-Arid ,East,300,0,5,4,2,1,1,0,1,0,1,1,0,1,0,1,0,0,0,85000
Riyadh,Az-Zahra ,North,280,10,7,4,2,1,1,0,1,0,0,0,0,1,0,1,1,0,0,35000
Riyadh,Al-Aqiq ,SouthEast,850,7,5,5,3,1,1,1,1,0,1,1,0,1,1,0,1,0,1,150000
Riyadh,Al Sahafa  ,West,375,10,4,5,4,1,1,1,1,1,1,1,0,1,0,0,1,0,0,105000
Riyadh,Al Sahafa  ,West,320,7,5,4,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,90000
Riyadh,Al-Maizala ,West,300,0,5,5,2,1,1,0,1,0,0,1,0,1,0,0,1,0,0,45000
Riyadh,Ar-Raed ,South,375,8,4,5,2,1,1,0,1,0,1,1,0,0,0,0,1,0,0,100000
Riyadh,Al Sahafa  ,NorthEast,250,7,4,5,2,1,0,0,1,0,1,0,0,0,0,1,0,0,0,95000
Riyadh,Al-Rawaby ,4 Streets,3060,0,4,4,2,1,1,1,1,0,1,0,0,1,0,1,1,0,0,80000
Riyadh,Tuwaiq ,East,264,0,7,5,3,1,1,0,1,0,1,1,0,1,0,1,1,0,1,50000
Riyadh,Al-Rahmaniyah ,North,450,12,7,5,2,1,1,1,1,1,1,1,0,1,0,0,1,0,1,130000
Riyadh,Ishbiliyah ,South,360,6,7,5,2,0,1,1,1,0,1,1,0,1,0,0,1,0,1,80000
Riyadh,Ar-Rimal ,North,206,2,4,4,2,1,0,0,1,0,1,0,0,0,0,0,1,0,0,60000
Riyadh,Al-Aqiq ,West,318,7,4,4,2,1,0,1,1,0,1,0,0,1,0,0,1,0,0,85000
Riyadh,Al-Arid ,North,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000
Riyadh,Al-Yarmuk ,SouthEast,400,8,7,5,2,1,1,0,1,0,1,0,0,1,0,0,1,0,0,60000
Riyadh,Al-Washam  ,East,525,25,3,3,2,1,1,0,1,0,1,0,1,1,0,0,1,0,0,90000
Riyadh,Al-Yarmuk ,South,275,10,5,5,2,1,1,0,1,0,0,0,0,1,0,0,1,0,0,60000
Riyadh,Mahdia ,East,227,0,5,5,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,55000
Riyadh,Al-Yarmuk ,West,313,6,5,5,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,65000
Riyadh,Al-Malqa ,East,488,0,4,5,2,1,1,1,1,0,1,0,0,1,0,1,1,0,0,250000
Riyadh,Qurtubah ,North,360,10,5,5,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,75000
Riyadh,As-Sulaimanyah ,North,300,15,4,4,2,1,1,0,0,0,1,0,1,1,0,1,1,0,0,90000
Riyadh,Ar-Rimal ,North,350,0,5,5,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,45000
Riyadh,Al-Arid ,North,290,0,5,5,2,1,1,1,1,1,1,0,0,1,0,0,1,1,0,170000
Riyadh,Al-Muanisiyah ,West,420,3,4,4,2,1,1,0,0,0,1,0,1,1,0,0,1,0,1,90000
Riyadh,Al-Malqa ,North,250,5,3,5,2,1,1,1,1,1,1,0,0,1,0,1,1,0,0,155000
Riyadh,Al-Arid ,North,430,2,5,5,2,1,1,1,1,0,0,1,0,1,0,0,0,0,0,65000
Riyadh,Al-Narjis ,South,267,3,3,5,2,1,1,1,1,0,1,0,0,0,0,1,1,0,0,100000
Riyadh,Al Nuzha  ,NorthEast,640,12,7,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,0,220000
Riyadh,Ar-Raed ,North,312,0,5,5,2,1,1,1,1,0,1,0,0,1,1,0,1,0,0,120000
Riyadh,Al-Arid ,North,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000
Riyadh,Al-Arid ,South,250,0,3,5,2,1,1,1,1,1,1,0,0,1,0,1,1,0,0,110000
